file_name,file_path,extension,location,recorder,year,month,day,hour,minute,second,category,mm_5min,mm_hr,timestamp,period
SMM08565UECE_20241219_154000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_154000.wav,.wav,UECE,SMM08565,2024,12,19,15,40,00,unlabeled,,,2024-12-19 15:40:00,afternoon
SMM08565UECE_20241219_154500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_154500.wav,.wav,UECE,SMM08565,2024,12,19,15,45,00,unlabeled,,,2024-12-19 15:45:00,afternoon
SMM08565UECE_20241219_155000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_155000.wav,.wav,UECE,SMM08565,2024,12,19,15,50,00,unlabeled,,,2024-12-19 15:50:00,afternoon
SMM08565UECE_20241219_155500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_155500.wav,.wav,UECE,SMM08565,2024,12,19,15,55,00,unlabeled,,,2024-12-19 15:55:00,afternoon
SMM08565UECE_20241219_160000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_160000.wav,.wav,UECE,SMM08565,2024,12,19,16,00,00,unlabeled,,,2024-12-19 16:00:00,afternoon
SMM08565UECE_20241219_160500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_160500.wav,.wav,UECE,SMM08565,2024,12,19,16,05,00,unlabeled,,,2024-12-19 16:05:00,afternoon
SMM08565UECE_20241219_161000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_161000.wav,.wav,UECE,SMM08565,2024,12,19,16,10,00,unlabeled,,,2024-12-19 16:10:00,afternoon
SMM08565UECE_20241219_161500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_161500.wav,.wav,UECE,SMM08565,2024,12,19,16,15,00,unlabeled,,,2024-12-19 16:15:00,afternoon
SMM08565UECE_20241219_162000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_162000.wav,.wav,UECE,SMM08565,2024,12,19,16,20,00,unlabeled,,,2024-12-19 16:20:00,afternoon
SMM08565UECE_20241219_162500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_162500.wav,.wav,UECE,SMM08565,2024,12,19,16,25,00,unlabeled,,,2024-12-19 16:25:00,afternoon
SMM08565UECE_20241219_163000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_163000.wav,.wav,UECE,SMM08565,2024,12,19,16,30,00,unlabeled,,,2024-12-19 16:30:00,afternoon
SMM08565UECE_20241219_163500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_163500.wav,.wav,UECE,SMM08565,2024,12,19,16,35,00,unlabeled,,,2024-12-19 16:35:00,afternoon
SMM08565UECE_20241219_164000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_164000.wav,.wav,UECE,SMM08565,2024,12,19,16,40,00,unlabeled,,,2024-12-19 16:40:00,afternoon
SMM08565UECE_20241219_164500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_164500.wav,.wav,UECE,SMM08565,2024,12,19,16,45,00,unlabeled,,,2024-12-19 16:45:00,afternoon
SMM08565UECE_20241219_165000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_165000.wav,.wav,UECE,SMM08565,2024,12,19,16,50,00,unlabeled,,,2024-12-19 16:50:00,afternoon
SMM08565UECE_20241219_165500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_165500.wav,.wav,UECE,SMM08565,2024,12,19,16,55,00,unlabeled,,,2024-12-19 16:55:00,afternoon
SMM08565UECE_20241219_170000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_170000.wav,.wav,UECE,SMM08565,2024,12,19,17,00,00,unlabeled,,,2024-12-19 17:00:00,afternoon
SMM08565UECE_20241219_170500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_170500.wav,.wav,UECE,SMM08565,2024,12,19,17,05,00,unlabeled,,,2024-12-19 17:05:00,afternoon
SMM08565UECE_20241219_171000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_171000.wav,.wav,UECE,SMM08565,2024,12,19,17,10,00,unlabeled,,,2024-12-19 17:10:00,afternoon
SMM08565UECE_20241219_171500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_171500.wav,.wav,UECE,SMM08565,2024,12,19,17,15,00,unlabeled,,,2024-12-19 17:15:00,afternoon
SMM08565UECE_20241219_172000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_172000.wav,.wav,UECE,SMM08565,2024,12,19,17,20,00,unlabeled,,,2024-12-19 17:20:00,afternoon
SMM08565UECE_20241219_172500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_172500.wav,.wav,UECE,SMM08565,2024,12,19,17,25,00,unlabeled,,,2024-12-19 17:25:00,afternoon
SMM08565UECE_20241219_173000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_173000.wav,.wav,UECE,SMM08565,2024,12,19,17,30,00,unlabeled,,,2024-12-19 17:30:00,afternoon
SMM08565UECE_20241219_173500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_173500.wav,.wav,UECE,SMM08565,2024,12,19,17,35,00,unlabeled,,,2024-12-19 17:35:00,afternoon
SMM08565UECE_20241219_174000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_174000.wav,.wav,UECE,SMM08565,2024,12,19,17,40,00,unlabeled,,,2024-12-19 17:40:00,afternoon
SMM08565UECE_20241219_174500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_174500.wav,.wav,UECE,SMM08565,2024,12,19,17,45,00,unlabeled,,,2024-12-19 17:45:00,afternoon
SMM08565UECE_20241219_175000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_175000.wav,.wav,UECE,SMM08565,2024,12,19,17,50,00,unlabeled,,,2024-12-19 17:50:00,afternoon
SMM08565UECE_20241219_175500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_175500.wav,.wav,UECE,SMM08565,2024,12,19,17,55,00,unlabeled,,,2024-12-19 17:55:00,afternoon
SMM08565UECE_20241219_180000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_180000.wav,.wav,UECE,SMM08565,2024,12,19,18,00,00,unlabeled,,,2024-12-19 18:00:00,night
SMM08565UECE_20241219_180500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_180500.wav,.wav,UECE,SMM08565,2024,12,19,18,05,00,unlabeled,,,2024-12-19 18:05:00,night
SMM08565UECE_20241219_181000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_181000.wav,.wav,UECE,SMM08565,2024,12,19,18,10,00,unlabeled,,,2024-12-19 18:10:00,night
SMM08565UECE_20241219_181500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_181500.wav,.wav,UECE,SMM08565,2024,12,19,18,15,00,unlabeled,,,2024-12-19 18:15:00,night
SMM08565UECE_20241219_182000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_182000.wav,.wav,UECE,SMM08565,2024,12,19,18,20,00,unlabeled,,,2024-12-19 18:20:00,night
SMM08565UECE_20241219_182500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_182500.wav,.wav,UECE,SMM08565,2024,12,19,18,25,00,unlabeled,,,2024-12-19 18:25:00,night
SMM08565UECE_20241219_183000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_183000.wav,.wav,UECE,SMM08565,2024,12,19,18,30,00,unlabeled,,,2024-12-19 18:30:00,night
SMM08565UECE_20241219_183500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_183500.wav,.wav,UECE,SMM08565,2024,12,19,18,35,00,unlabeled,,,2024-12-19 18:35:00,night
SMM08565UECE_20241219_184000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_184000.wav,.wav,UECE,SMM08565,2024,12,19,18,40,00,unlabeled,,,2024-12-19 18:40:00,night
SMM08565UECE_20241219_184500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_184500.wav,.wav,UECE,SMM08565,2024,12,19,18,45,00,unlabeled,,,2024-12-19 18:45:00,night
SMM08565UECE_20241219_185000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_185000.wav,.wav,UECE,SMM08565,2024,12,19,18,50,00,unlabeled,,,2024-12-19 18:50:00,night
SMM08565UECE_20241219_185500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_185500.wav,.wav,UECE,SMM08565,2024,12,19,18,55,00,unlabeled,,,2024-12-19 18:55:00,night
SMM08565UECE_20241219_190000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_190000.wav,.wav,UECE,SMM08565,2024,12,19,19,00,00,unlabeled,,,2024-12-19 19:00:00,night
SMM08565UECE_20241219_190500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_190500.wav,.wav,UECE,SMM08565,2024,12,19,19,05,00,unlabeled,,,2024-12-19 19:05:00,night
SMM08565UECE_20241219_191000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_191000.wav,.wav,UECE,SMM08565,2024,12,19,19,10,00,unlabeled,,,2024-12-19 19:10:00,night
SMM08565UECE_20241219_191500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_191500.wav,.wav,UECE,SMM08565,2024,12,19,19,15,00,unlabeled,,,2024-12-19 19:15:00,night
SMM08565UECE_20241219_192000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_192000.wav,.wav,UECE,SMM08565,2024,12,19,19,20,00,unlabeled,,,2024-12-19 19:20:00,night
SMM08565UECE_20241219_192500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_192500.wav,.wav,UECE,SMM08565,2024,12,19,19,25,00,unlabeled,,,2024-12-19 19:25:00,night
SMM08565UECE_20241219_193000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_193000.wav,.wav,UECE,SMM08565,2024,12,19,19,30,00,unlabeled,,,2024-12-19 19:30:00,night
SMM08565UECE_20241219_193500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_193500.wav,.wav,UECE,SMM08565,2024,12,19,19,35,00,unlabeled,,,2024-12-19 19:35:00,night
SMM08565UECE_20241219_194000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_194000.wav,.wav,UECE,SMM08565,2024,12,19,19,40,00,unlabeled,,,2024-12-19 19:40:00,night
SMM08565UECE_20241219_194500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_194500.wav,.wav,UECE,SMM08565,2024,12,19,19,45,00,unlabeled,,,2024-12-19 19:45:00,night
SMM08565UECE_20241219_195000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_195000.wav,.wav,UECE,SMM08565,2024,12,19,19,50,00,unlabeled,,,2024-12-19 19:50:00,night
SMM08565UECE_20241219_195500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_195500.wav,.wav,UECE,SMM08565,2024,12,19,19,55,00,unlabeled,,,2024-12-19 19:55:00,night
SMM08565UECE_20241219_200000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_200000.wav,.wav,UECE,SMM08565,2024,12,19,20,00,00,unlabeled,,,2024-12-19 20:00:00,night
SMM08565UECE_20241219_200500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_200500.wav,.wav,UECE,SMM08565,2024,12,19,20,05,00,unlabeled,,,2024-12-19 20:05:00,night
SMM08565UECE_20241219_201000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_201000.wav,.wav,UECE,SMM08565,2024,12,19,20,10,00,unlabeled,,,2024-12-19 20:10:00,night
SMM08565UECE_20241219_201500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_201500.wav,.wav,UECE,SMM08565,2024,12,19,20,15,00,unlabeled,,,2024-12-19 20:15:00,night
SMM08565UECE_20241219_202000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_202000.wav,.wav,UECE,SMM08565,2024,12,19,20,20,00,unlabeled,,,2024-12-19 20:20:00,night
SMM08565UECE_20241219_202500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_202500.wav,.wav,UECE,SMM08565,2024,12,19,20,25,00,unlabeled,,,2024-12-19 20:25:00,night
SMM08565UECE_20241219_203000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_203000.wav,.wav,UECE,SMM08565,2024,12,19,20,30,00,unlabeled,,,2024-12-19 20:30:00,night
SMM08565UECE_20241219_203500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_203500.wav,.wav,UECE,SMM08565,2024,12,19,20,35,00,unlabeled,,,2024-12-19 20:35:00,night
SMM08565UECE_20241219_204000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_204000.wav,.wav,UECE,SMM08565,2024,12,19,20,40,00,unlabeled,,,2024-12-19 20:40:00,night
SMM08565UECE_20241219_204500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_204500.wav,.wav,UECE,SMM08565,2024,12,19,20,45,00,unlabeled,,,2024-12-19 20:45:00,night
SMM08565UECE_20241219_205000.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_205000.wav,.wav,UECE,SMM08565,2024,12,19,20,50,00,unlabeled,,,2024-12-19 20:50:00,night
SMM08565UECE_20241219_205500.wav,C:\Users\ggrmi\Documents\SI-Tarcisio\Sound-of-Rainfall\RAC-semiurban-forest-ML-2026\data\raw\audios\UECE\SMM08565UECE_20241219_205500.wav,.wav,UECE,SMM08565,2024,12,19,20,55,00,unlabeled,,,2024-12-19 20:55:00,night
